<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PEO,60,20220822,130000,70.7,71.4,70.66,71.2,85343,0
PEO,60,20220822,140000,71.28,71.58,71.14,71.3,43634,0
PEO,60,20220822,150000,71.3,71.96,71.26,71.74,59771,0
PEO,60,20220822,160000,71.72,72,71.24,71.54,70986,0
PEO,60,20220822,170000,71.54,71.96,71.34,71.84,197015,0
PEO,60,20220823,100000,71.2,71.56,70.32,70.84,168414,0
PEO,60,20220823,110000,70.78,71,70.44,70.66,93326,0
PEO,60,20220823,120000,70.58,71.12,70.46,71.06,76240,0
PEO,60,20220823,130000,71.08,71.12,70.42,70.46,99991,0
PEO,60,20220823,140000,70.46,70.56,70.16,70.3,69896,0
PEO,60,20220823,150000,70.28,70.54,69.84,69.94,70996,0
PEO,60,20220823,160000,69.96,70.26,69.78,70.02,92205,0
PEO,60,20220823,170000,70,70.3,69.5,69.5,365537,0
PEO,60,20220824,100000,69.5,69.96,67.74,67.88,85818,0
PEO,60,20220824,110000,67.9,68.54,67.84,68.5,46589,0
PEO,60,20220824,120000,68.58,68.6,68.06,68.26,27709,0
PEO,60,20220824,130000,68.22,68.28,68,68.04,61564,0
PEO,60,20220824,140000,68.06,68.5,67.98,68.12,43110,0
PEO,60,20220824,150000,68.16,68.18,67.5,68,75514,0
PEO,60,20220824,160000,68,68.06,67.5,67.62,83133,0
PEO,60,20220824,170000,67.66,67.82,67.12,67.3,203598,0
PEO,60,20220825,100000,68.64,69.78,68.52,69.72,110797,0
PEO,60,20220825,110000,69.72,70.2,69.72,69.8,81669,0
PEO,60,20220825,120000,69.76,69.76,68.56,68.58,141006,0
PEO,60,20220825,130000,68.56,69.12,68.44,68.84,71860,0
PEO,60,20220825,140000,68.84,69.4,68.8,69.16,39680,0
PEO,60,20220825,150000,69.14,69.4,69.02,69.06,59393,0
PEO,60,20220825,160000,69.06,69.26,68.64,69.1,78699,0
PEO,60,20220825,170000,69.12,69.8,69.1,69.5,134953,0
PEO,60,20220826,100000,69.72,69.76,68.64,68.9,23457,0
PEO,60,20220826,110000,68.94,69.12,67.72,68.04,42584,0
PEO,60,20220826,120000,68.04,68.32,67.6,67.96,38207,0
PEO,60,20220826,130000,67.86,67.9,67.12,67.2,42389,0
PEO,60,20220826,140000,67.26,67.46,66.92,67.36,45149,0
PEO,60,20220826,150000,67.4,67.5,67.04,67.38,49778,0
PEO,60,20220826,160000,67.38,68.04,67.26,67.56,88563,0
PEO,60,20220826,170000,67.56,67.56,66.5,67.14,243207,0
PEO,60,20220829,100000,66,66,64.98,65.56,90532,0
PEO,60,20220829,110000,65.58,65.98,65.3,65.42,51537,0
PEO,60,20220829,120000,65.46,65.62,65.22,65.42,49759,0
PEO,60,20220829,130000,65.5,65.52,65.12,65.12,36458,0
PEO,60,20220829,140000,65.12,65.6,64.98,65.54,55563,0
PEO,60,20220829,150000,65.5,65.8,65.2,65.3,78785,0
PEO,60,20220829,160000,65.38,66.12,65.38,66,151442,0
PEO,60,20220829,170000,65.98,66.42,65.84,66.04,170069,0
PEO,60,20220830,100000,66.38,66.44,65.52,66.2,55424,0
